scenario_id,scenario_title,application_id,brand_name,class_type,alcohol_content,proof,net_contents,bottler_producer,country_of_origin,government_warning,image_filename,expected_outcome,demo_description
caps-38,Review Case 38: Title Case Bottler (Highland Distilling Co),COLA-CAPS-2026-38,HIGHLAND DISTILLING CO,PREMIUM BEVERAGE,40.0%,80,750 ML,"TEST BOTTLING CO., CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",caps_diff_38_title_case_bottler.png,NEEDS REVIEW,Title Case Bottler (Highland Distilling Co)
caps-39,Review Case 39: German Umlaut (MÜNCHEN PILSNER),COLA-CAPS-2026-39,MÜNCHEN PILSNER,PREMIUM BEVERAGE,40.0%,80,750 ML,"TEST BOTTLING CO., CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",caps_diff_39_german_umlaut.png,NEEDS REVIEW,German Umlaut (MÜNCHEN PILSNER)
caps-40,Review Case 40: Trailing Punctuation (USA. vs USA),COLA-CAPS-2026-40,PRODUCT OF USA.,PREMIUM BEVERAGE,40.0%,80,750 ML,"TEST BOTTLING CO., CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",caps_diff_40_trailing_dot.png,NEEDS REVIEW,Trailing Punctuation (USA. vs USA)
warning-41,Warning Fail 41: Header 'Government Warning:' in Title Case instead of ALL CAPS,COLA-WARN-2026-41,WARNING TEST BRAND,BEER,5.0%,N/A,12 FL OZ,"WARNING BREWING CO, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",warning_fail_41_lowercase_header.png,REJECT,Header 'Government Warning:' in Title Case instead of ALL CAPS
warning-42,Warning Fail 42: Missing 'SURGEON GENERAL' pregnancy health risk statement,COLA-WARN-2026-42,WARNING TEST BRAND,BEER,5.0%,N/A,12 FL OZ,"WARNING BREWING CO, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",warning_fail_42_missing_surgeon_general.png,REJECT,Missing 'SURGEON GENERAL' pregnancy health risk statement
warning-43,Warning Fail 43: Missing driving/machinery impairment statement,COLA-WARN-2026-43,WARNING TEST BRAND,BEER,5.0%,N/A,12 FL OZ,"WARNING BREWING CO, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",warning_fail_43_missing_impairment.png,REJECT,Missing driving/machinery impairment statement
warning-44,Warning Fail 44: Government Warning box completely missing from artwork,COLA-WARN-2026-44,WARNING TEST BRAND,BEER,5.0%,N/A,12 FL OZ,"WARNING BREWING CO, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",warning_fail_44_completely_missing.png,REJECT,Government Warning box completely missing from artwork
warning-45,Warning Fail 45: Spelling error in Surgeon General ('SURGEON GENRAL'),COLA-WARN-2026-45,WARNING TEST BRAND,BEER,5.0%,N/A,12 FL OZ,"WARNING BREWING CO, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",warning_fail_45_typo_surgeon.png,REJECT,Spelling error in Surgeon General ('SURGEON GENRAL')
warning-46,Warning Fail 46: Lowercase header 'government warning:',COLA-WARN-2026-46,WARNING TEST BRAND,BEER,5.0%,N/A,12 FL OZ,"WARNING BREWING CO, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",warning_fail_46_small_header.png,REJECT,Lowercase header 'government warning:'
warning-47,Warning Fail 47: Missing colon after header 'GOVERNMENT WARNING',COLA-WARN-2026-47,WARNING TEST BRAND,BEER,5.0%,N/A,12 FL OZ,"WARNING BREWING CO, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",warning_fail_47_missing_header_colon.png,REJECT,Missing colon after header 'GOVERNMENT WARNING'
warning-48,Warning Fail 48: Altered wording in health risks,COLA-WARN-2026-48,WARNING TEST BRAND,BEER,5.0%,N/A,12 FL OZ,"WARNING BREWING CO, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",warning_fail_48_altered_wording.png,REJECT,Altered wording in health risks
warning-49,Warning Fail 49: Missing driving clause,COLA-WARN-2026-49,WARNING TEST BRAND,BEER,5.0%,N/A,12 FL OZ,"WARNING BREWING CO, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",warning_fail_49_missing_driving_clause.png,REJECT,Missing driving clause
warning-50,Warning Fail 50: Recycling text substituted for Government Warning,COLA-WARN-2026-50,WARNING TEST BRAND,BEER,5.0%,N/A,12 FL OZ,"WARNING BREWING CO, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",warning_fail_50_no_warning_box.png,REJECT,Recycling text substituted for Government Warning
